Damaged,Healthy,macro avg,micro avg,weighted avg
0.6607142857142857,0.9128440366972478,0.7867791612057667,0.8613138686131386,0.872356047488305
0.5441176470588235,0.9660194174757282,0.7550685322672759,0.8613138686131386,0.8982687682116997
0.8409090909090909,0.8652173913043478,0.8530632411067194,0.8613138686131386,0.8613138686131386
44.0,230.0,274.0,274.0,274.0
